question,answer1,answer2,answer3,answer4,answer5,solution
"병원 응급실에서 환자 갑이 의사에게 욕설과 폭언을 하며 진료가 늦어진다며 위협하였고, 이후 출동한 보안요원 을이 갑을 제지하자 갑은 을의 옷을 잡아당기고 손톱으로 을의 팔을 긁어 전치 3주의 상해를 입혔다. 이 경우 갑의 형사책임에 관한 설명으로 가장 옳은 것은?",갑은 응급의료종사자에 대한 진료방해죄와 상해죄가 모두 성립한다.,갑은 응급의료종사자에 대한 진료방해죄만 성립하고 상해죄는 성립하지 않는다.,갑은 상해죄만 성립하고 진료방해죄는 성립하지 않는다.,"갑의 행위는 단일한 사회적 행위로, 형이 가장 무거운 범죄만으로 처벌된다.",갑은 위 행위 모두 경미하므로 별도의 범죄가 성립하지 않는다.,A
직장가입자인 X는 직장에서 받는 급여 외에도 연간 1억 원의 금융소득을 올렸다. 국민건강보험공단은 이 금융소득 중 배당소득의 산정에 있어 세법상 배당가산액까지 합산한 금액을 기준으로 소득월액 보험료를 산정해 부과했다. X는 배당가산액 부분은 실제 자기 수입이 아니라며 부과처분의 취소를 구하였다. 이 경우 법리에 따라 옳은 판단은?,배당가산액을 포함한 배당소득 전부를 기준으로 소득월액 보험료를 부과하는 것은 허용된다.,배당가산액을 실제 소득으로 볼 수 없으므로 해당 부분은 소득월액 보험료 산정에서 제외해야 한다.,"배당가산액은 법인세 과세를 조정하는 기술적 산물로서, 건강보험료 산정 대상 소득에 포함하는 것은 부당하다.","배당소득에 법인세가 부과된 사실이 있으므로, 같은 금액에 대한 소득월액 보험료 부과는 이중부과로 허용되지 않는다.",배당가산액이 일정 기준 이상인 경우에만 별도로 소득월액 보험료 산정 대상에 포함된다.,A
"식품위생법상 영업주가 미성년자에게 주류가 제공된 사실만으로 과징금 부과처분을 받은 경우, 다음 중 과징금 부과가 정당하게 인정되지 않을 수 있는 경우는 어느 것인가?","영업주가 관련 종업원들에게 미성년자 신분 확인을 철저히 하도록 지속적으로 교육하였고, 종업원 역시 위조 신분증을 사용한 미성년자의 속임수로 인해 미성년자인 것을 알 수 없어 주류를 제공한 경우",영업주가 미성년자임을 알아볼 수 있었음에도 신분 확인 절차를 소홀히 한 경우,"영업주의 영업장 내에서 미성년자가 단순히 주류를 소지하고 있었을 뿐, 실제 판매의 증거는 없는 경우",영업주가 종업원이 미성년자에게 주류를 제공할 만한 상황임을 알면서도 아무런 주의를 기울이지 않은 경우,종업원이 미성년자에게 주류를 제공하였으나 영업주가 이를 방지하기 위한 아무런 조치를 취하지 않은 경우,A
"갑은 을로부터 5년 전 토지 A를 증여받아 등기를 마쳤으나, 이후 착오를 이유로 해당 등기를 말소하고 증여계약도 해제하였다. 2년 뒤 갑은 같은 을로부터 건물 B를 증여받았다. 과세관청은 건물 B 증여세를 산정할 때 토지 A의 가액까지 합산하였다. 이 경우, 토지 A의 가액을 합산하여 증여세를 산출하는 것이 적법한지 가장 타당한 판단은?","토지 A의 증여계약이 해제되어 등기도 말소된 이상, 그 가액은 건물 B의 증여세 산정시 합산할 수 없다.",토지 A의 소유권이전등기가 일시적으로 이루어졌으므로 그 가액을 합산하여 증여세를 산출해야 한다.,"토지 A의 증여에 대한 증여세가 한 번 과세되었으므로, 별도의 합산 없이 반환된 증여세만 공제해야 한다.",토지 A의 증여가 분쟁의 소지가 있으므로 합산 여부도 증여세법의 적용을 유보해야 한다.,"토지 A와 건물 B가 모두 특정인으로부터 증여된 경우이므로, 10년 이내의 모든 증여 재산을 반드시 합산해야 한다.",A
"특허심판원에서 심결취소판결이 확정되어 동일 사건에 대하여 다시 심리를 하게 되었다. 이때 당사자는 새로이 취소판결의 결론을 뒤집을 만큼 충분한 증명력을 가진 증거를 제출할 기회를 제대로 부여받지 못했고, 심판관은 심판번호 부여와 심판부 구성이 이루어진 후 이틀 만에 심리를 종결하였다. 이 심판절차와 심결에 대한 법적 평가는 무엇인가?","심판청구인은 취소판결의 결론 번복에 족한 증거를 제출할 실질적 기회를 반드시 부여받아야 하며, 이를 부여하지 않은 심결은 절차상 위법하다.",심판관이 법령상 정해진 기일 내 절차를 진행했다면 증거제출 기회의 실질적 보장은 요구되지 않는다.,심결취소판결 확정 후 다시 심리를 할 때는 양 당사자가 새 주장과 증거를 제출할 필요 없이 종전 심결을 기초로 즉시 결론을 내릴 수 있다.,"새로운 증거 제출은 명백히 새로운 사실이 있는 경우에만 허용되며, 증거제출 기회 제공은 절차상 필수가 아니다.",심판관이 심판번호 부여 후 곧바로 결정을 내려도 심결의 위법 여부에는 영향을 미치지 않는다.,A
"식품의 효능과 관련된 문자, 기호, 도형 및 색채 등이 결합된 상표가 등록된 경우, 해당 상표의 등록무효 여부를 판단할 때 법적으로 가장 타당한 접근 기준은 무엇인가?","상표 전체를 하나의 통일된 외관으로 보고, 결합된 요소가 보통으로 사용하는 방법으로 효능이나 용도를 직접적으로 표시하는 경우에 한해 무효 사유가 인정된다.","상표를 구성하는 모든 문자, 도형, 기호, 색채를 각각 분리하여, 일부라도 효능을 암시하면 전체가 기술적 표장에 해당한다고 본다.","상표 전체가 일반 수요자나 거래자에게 단순히 효능을 암시한다면, 창의성이 있더라도 무효로 판단한다.","도형, 색채 등 비문자적 요소는 판단 대상에서 제외하고, 기호와 문자의 의미만으로 무효 사유를 판단한다.",상표의 일부에만 식별력이 있는 경우에도 전체적으로 효능을 연상시킬 수 있다면 상표등록이 무효이다.,A
"갑시는 신도시 개발사업의 일환으로, 을에게 기반시설부담금을 부과하여 도로 확장공사를 실시했다. 그러나 공사 과정에서 기존 도로의 폭은 줄어들지 않았고, 추가로 신설된 시설도 도시계획상 계획된 도로 범위 내에 있었다. 이후 을은 공사가 기존 시설의 본질적 변경을 초래하지 않았다며 부담금 환급을 요청했으나 시는 이를 거부하였다. 이 때 해당 부담금 환급 요청 거부처분의 적법 여부에 관한 판단으로 가장 타당한 것은?","도시계획 변경이 수반되지 않은 이상, 기존 도로의 본질이 변하지 않았다면 부담금 환급 거부처분은 위법하다.","부담금이 관련 시설의 어떠한 공사와도 연동되었다면, 구체적 내용에 불문하고 환급을 거부할 수 있다.",공사 규모가 원래 계획과 다르더라도 면적 증가가 발생하였다면 환급 거부처분은 정당하다.,계획된 도로의 폭과 실제 완공된 도로의 폭이 다소 차이가 나더라도 절차상 하자가 없다면 환급을 거부할 수 있다.,신설된 인접 도로의 면적만을 기준으로 부담금 환급 가능성을 판단한다.,A
"상호 간의 근로계약에 따라 종업원이 노무를 제공하는 대가로 임금과 별도로 특별 상여금을 지급받기로 하고, 동시에 종업원에게 특정 이행의무(예: 영업실적 미충족 시 미수금 보전 등)를 부담시키며 이를 불이행할 경우 손해배상액을 사전에 정한 약정을 체결했다면, 이 약정의 효력은 어떻게 평가되어야 하는가?",근로계약 불이행에 대한 손해배상액을 예정한 약정이므로 근로기준법에 따라 무효이다.,종업원과 사용자가 명시적으로 동의하였으므로 약정은 유효하다.,종업원이 중대한 배임을 저지른 경우에만 손해배상약정이 허용된다.,특별 상여금이 포함되었으므로 손해배상 약정이 유효하게 된다.,임금 외의 금전적 보상이 동반된다면 손해배상 예정 약정도 허용된다.,A
"Z주식회사의 대표이사 F는 회사의 등기부상 대표이사로 등재되어 있으나, 실제로는 모든 경영 의사결정과 대외적 대표 행위는 G가 전담하고 있습니다. F는 G의 구체적 지시를 받아 현장에서 단순 노무업무를 담당하며 정기적으로 일정액의 임금을 받지만, 회사의 경영성과 등과는 무관하게 급여가 지급됩니다. 이때 F가 산재보험법상 '근로자'에 해당하는지 여부를 판단할 때 옳은 것은?",F는 등기부상 대표이사이더라도 실질적으로 사용자의 지휘·감독 하에 근로를 제공하고 별도의 의사결정권이 없다면 산재보험법상 근로자에 해당할 수 있다.,대표이사로 등기되었다는 사실만으로 산재보험법상 근로자 지위가 완전히 배제된다.,근로자성이 인정되려면 반드시 겉으로 대표이사 등재와 무관하게 임원이 아닌 자여야 한다.,실제 경영자가 따로 있더라도 대표이사 명의자라면 산재보험법 근로자가 될 수 없다.,대표이사의 등재 여부와 무관하게 모든 임원은 항상 산재보험법상 근로자에 해당한다.,A
"도심 외곽의 농촌마을에 소각장 설치를 허가하는 행정처분이 내려졌다. 마을 내 일부 주민들은 자신들의 거주지가 행정청의 환경영향평가 상 영향권에 포함되어 있다고 주장하며, 소각장 가동으로 인한 건강 및 쾌적성 침해 가능성을 이유로 처분의 무효확인을 구했다. 행정청이 평가서상 영향권임을 전제로, 실제로 소각장 인근 주민등록상 해당 주소에 등록되어 있고, 농번기에 실제 거주한 사실이 인정된다. 이때 원고적격에 대한 옳은 판단은?",평가서상 영향권 내 주민으로서 개별적으로 법률상 보호되는 환경상 이익의 침해가 추정되어 원고적격이 인정된다.,소각장으로 인한 피해가 현실적으로 입증되어야만 원고적격이 인정된다.,소각장 허가의 직접 상대방이 아니므로 환경상 이익 침해를 주장할 수 없다.,마을에 주민등록을 두었더라도 실거주하지 않는다면 원고적격을 인정할 수 없다.,행정처분의 영향권을 벗어난 주민일지라도 제3자로서 모두 원고적격이 있다.,A
어느 도시에서 시가 보유한 공공건물의 사용기간 연장허가를 한 민간업체에게 시가 연장허가 기간을 단축하는 처분을 하였다. 이에 따라 해당 건물을 임차해 사용하고 있는 임차인은 자신의 임대차기간이 시의 조치와 연동되어 단축된 점을 근거로 연장허가 단축처분의 취소소송을 제기하였다. 이 임차인의 소 제기는 적법한가?,임차인은 해당 처분의 직접적 법률상 이익이 없어 소를 제기할 자격이 없다.,임차인이 실질적으로 건물의 주요 사업을 주관한다면 처분 취소를 구할 수 있다.,임차인이 경제적 손실을 입으므로 법률상 이익이 인정되어 소를 제기할 수 있다.,임차인이 임대사업자와 동업계약을 체결하였다면 소송 제기가 가능하다.,임차인이 임대차계약서에 연동 규정이 있다면 직접적 이해관계자로 본다.,A
